ans_id,ans_str,query_str,query_id
199,"Overseas Travel Related Expenses. 15. It is the responsibility of the Lead PI/Co-Is to ensure that all travel expenses are in line with the Institutions’ consistently applied policy on travel, regardless of the source of funds. The Host Institution and Partner Institutions are to ensure that any travel undertaken is in relation to the grant only and for no other purpose. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Conference participation should be directly relevant to the research area outlined in the project and necessary to accomplish project objectives. All travel must align to the existing and consistently applied institutions’ travel policies regardless of the source of funds.","We have a query regarding overseas travel, according to the attached guidelines with section 7.4 local and overseas conference extracted below, we understand that only PI is allowed to travel for overseas conferences. 
We would therefore like to seek NRFâ??s advice whether this guideline for overseas travel can also be extended to the SUTD Co-PIs and SUTD researchers funded under the project?",292
199,"Overseas Travel Related Expenses. 15. It is the responsibility of the Lead PI/Co-Is to ensure that all travel expenses are in line with the Institutions’ consistently applied policy on travel, regardless of the source of funds. The Host Institution and Partner Institutions are to ensure that any travel undertaken is in relation to the grant only and for no other purpose. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Conference participation should be directly relevant to the research area outlined in the project and necessary to accomplish project objectives. All travel must align to the existing and consistently applied institutions’ travel policies regardless of the source of funds.","For NRF Project of NRF2014_NCR001_031: A Cyber-Physical Approach to Securing Urban Transportation Systems (SecUTS), we plan to attend the ACM Conference on Computer and Communications Security (ACM CCS, https://www.sigsac.org/ccs/CCS2019/), which will be held in London, United Kingdom from November 11 to November 15, 2019. As ACM CCS is the Top 1 security conference, attending this No. 1 conference will benefit us with the latest advanced security technologies and exploring the potential collaborations with top cyber security experts. 

(1) For your information, I have attended and published one paper in one conference in Singapore with the conference registration fee of S$500 with the SecUTS conference budget this year, and have attended and published one paper in IEEE Intelligent Transportation systems Conference in New Zealand with the total cost less than S$6000 with the SecUTS conference budget this year. Could I use the existing business trip budget of SecUTS to attend the ACM CCS conference?

(2) Could our researcher use the existing conference budget of SecUTS to attend the ACM CCS conference without the paper publication?



",296
199,"Overseas Travel Related Expenses. 15. It is the responsibility of the Lead PI/Co-Is to ensure that all travel expenses are in line with the Institutions’ consistently applied policy on travel, regardless of the source of funds. The Host Institution and Partner Institutions are to ensure that any travel undertaken is in relation to the grant only and for no other purpose. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Conference participation should be directly relevant to the research area outlined in the project and necessary to accomplish project objectives. All travel must align to the existing and consistently applied institutions’ travel policies regardless of the source of funds.","Thank you for the phone call this morning. As spoken, we noticed from PIâ??s most recent Sep2018 â?? Feb2019 claims that the Research Fellowâ??s overseas travel budget (OOE03) had been exceeded. Therefore, we would like to know if the following could be considered via a change request, considering that both OOE01 and OOE03 are for overseas travel â?? 
(i) Vire funds from OOE01 (PIâ??s overseas travel) to OOE03 (Research Fellowâ??s overseas travel).
(ii) Shift some of the expenses incurred in Year 3 to be claimed under Year 4, maintaining the cap of $6k/year.
",299
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","As mentioned in the emailÃ?â??s subject, I would like to seek for the approval of Steering Committee in purchasing the IMPACT Phase II (Intelligent Modular Programmable Autonomous Configurable Testbed) under the Delta-NTU Corporate Lab program.
 
As discussed in the Steering Committee Meeting on 19th of September 2018 (item 4.2 of page 4 in the attached meeting minute), Delta-NTU Corporate lab program need to purchase the IMPACT Phase II for building up the experimental verification capability within Delta-NTU Corporate Lab.
 
As shown in the attached slide, the IMPACT Phase II consists of equipment hardware and software, which in total cost $580k ($160k is project in-cash and $420k is Delta in-kind).  The Phase II IMPACT will be charged under Delta-NTU Corporate Lab common budget. So far, Delta had contributed $53,165,51 as in-kind for IMPACT Phase II.
 
Please provide your approval for IMPACT Phase II. 
 
If there is any question, please do not hesitate to check with me.
 
Thank you.
",206
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","The International Conference on Intelligent Rail Transportation (IEEE ICIRT 2018) will be held in Singapore from 12 to 14 December 2018 at Marina Bay Sands Expo and Convention Centre. Globally, many cities are rapidly developing and expanding their rail infrastructures, and Reliability and Resiliency are key challenges in urban rail transportation. IEEE ICIRT 2018 aims to address these challenges. It will be a meeting place for scientists and engineers from academia and industry to share their expertise and knowledge. The conference will consist of one day of tutorials (12 December), followed by two days of main conference sessions (13-14 December).
 
SMRT-NTU Corp Lab will be involved in this conference and would like to set up 2 exhibition booths during this event as per attached quotation. 
The cost of this event will be from common activities (OOE) and will not affect the progress of the research projects. 

More information on the conference can be found at:  https://www.ieee-icirt2018.com/. 
 
Looking forward to NRF approval before we proceed . 
",207
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","AIM
1. This submission seeks the IAF-ICP SOCÃ?â??s approval for two variation requests for the project titled Ã?â??WIL@NUS Corporate LaboratoryÃ?â?? (project number I1701E0011), comprising:
A. Changes in equipment purchase, with no change in the overall EQPT vote budget, and no impact to project progress; and

",223
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","We would like to seek NRF approval to use the balance unutilised funds allocated for Big Data Platform (UCP) to fund the DA on-premise service fee.  Please see enclosed change request form for more detail.

Hope to hear favourable response from NRF soon.
",226
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","Dear IAF-ICP SOC Members, 
 
AIM
1. This submission seeks the IAF-ICP SOCÃ?â??s approval for the variation request for the project titled Ã?â??SERI-Santen Strategic Collaboration and Joint Ophthalmic Research LaboratoryÃ?â?? (project number I1701E0008)Ã?â??, comprising:

B. Corresponding re-allocation of IAF-ICP budget among performers (Schedule 1.1): S$186,400 to GIS and S$500,760 to NTU, from SERI,
C. Revise one OOE line item description in Schedule 1.1: From Ã?â??Use of EquipmentÃ?â?? to Ã?â??Use of Equipment including SERI in-house servicesÃ?â??.
",235
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","I am writing with regard to the following project:

Project Ref.: NRF2018NRF-NSFC003ES-012
Project Title: Development of Thermal-aerodynamic Models for Local Climate Zones
NUS PI: Professor Wong Nyuk Hien, Department of Building, SDE
Duration: 3 years (1 Apr 2019 Ã?â?? 31 Mar 2022)
PI would like to purchase one drone instead of 2, and the 1 drone is estimated to be more than S$30,000 but the total budget for EQP05 stays as S$60,000. In addition, as part of the drone package, it is compulsory to pay for the drone training fee. 

May we if the changes above require the PI to submit a variation request? If yes, may we know whose approving authority, NRF or HI? 
",250
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","
b. Videography Services for Research Outcome

Justification: As the research work progresses, it is important to communicate/share interesting project results with the relevant research community through images, video, sound recording.",285
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","1. OOE Related Expenses

a. Local Training â?? Overseas Conference Trip has been funded under OOE of ST Electronics fund. Hence, the respective PIs would like to use their NRF Fund under OOE to fund local training.

This is important as researchers would like to attend suitable local training that are specified or related to the project so as to better contribute to their research project.

b. Computer repair / add-ons (e.g. increase storage disk)
",286
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","May we check with you?

For NRF Project of NRF2014_NCR001_031: A Cyber-Physical Approach to Securing Urban Transportation Systems (SecUTS), we plan to purchase the big monitors screens for our project development and demo. Since the cost of each monitor is less than $2k, our finance informs that the monitors are not equipment and shall be purchased under OOE20 Consumable components & miscellaneous in our SecUTS budget plan.

Is it fine for us to purchase monitors using the existing budget of OOE20 Consumable components & miscellaneous?

",295
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","If there are any variation from the equipment list as stated in the signed Project Agreement (ie: approved list stated as 2 servers. But PI has sufficient budget to buy 4 instead), is NRFÃ?â??s approval required? Or is approval required from Steering Committee instead?

Can the Centre Director (ie: Jack and Prof Xie) approve this variation internally?
",251
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","We would like obtain NRF approval for the following:
 
Purchase of Deep Learning GPU Server (conversion from in-kind to cash funding)
 ",259
200,"Equipment and Other Operating Expenses (OOE). 11. Only items specified and approved in the Letter of Award will be funded. . 12. All items claimed must comply with the Institution’s internal procurement processes, guidelines and policies. 13. Grantor’s approval must be sought prior to purchasing new equipment/OOE items that is not in the approved budget. 14. Grantor reserves the right to reject variation requests made retrospectively for equipment/OOE items not listed in the Letter of Award. General policy;; No purchase of equipment is allowed unless specifically provided for in the grant approved by the Grantor. The procurement of such equipment must be made according to the formal established and consistently applied policies of the Host Institution. The invoices for all claims must be dated before the end of the Term. Cost of capital works, general infrastructure, general purpose IT and communication equipment, office equipment, and furniture and fittings;; Not allowable under direct costs, unless specifically provided for in the grant and approved by the Grantor. Examples of such costs are computers, PDAs, mobile phones, photocopier machines, workstations, printers, etc. OOE Related Expenses. General policy;; Not allowable for expenses that are not directly related to the Research. All procurement of such items must be made according to the formal established and consistently applied policies of the Host Institution. . Visiting Professors/Experts;; Not allowable unless specifically provided for in the grant and approved by the Grantor. The visiting professor must be identified and his/her contribution to the project must be clearly defined and described in the proposal. . Audit fees;; Not allowable. This includes both internal and external audit fees. Entertainment & Refreshment;; Not allowable. Fines and Penalties;; Not allowable. Legal Fees;; Not allowable. Overhead Expenses;; Not allowable unless specifically provided for in the grant and approved by the Grantor based on the nature of the research. This includes rental, utilities, facilities management, telephone charges, internet charges, etc. Patent Application;; Not allowable. This includes patent application filing, maintenance and other related cost. Software;; Not allowable under direct cost unless specifically provided for in the grant and approved by the Grantor. Professional fees (including fees to consultants);; Not allowable unless specifically provided for in the grant and approved by the Grantor. Staff retreat;; Not allowed.","As mentioned in the subject, I would like to seek approval from NRF for purchasing some consumables that are not originally listed in the project agreement of SCO-RP1 titled Ã?â??Stakeholder-Oriented Innovative User-Centric Design and Solution GenerationÃ?â??. This purchase is needed because there is a slight change of research scope that requires the project team to build a simple prototype system to experimentally verify the proposed framework.  Instead of only performing simulation-based evaluation, experimental verification will be able to better demonstrate the effectiveness of the developed framework in this project. 
  Both Delta and NTU PIs are supportive to the purchase of the following consumables for building this prototype system and the justifications are highlighted in the following:
Ã?â?¢       Open Source 3D printer
o   This printer is needed to emulate an equipment that will be monitored with various sensors for data collection.  The project team is now at the stage of verifying the developed framework to analyse the collected data and provide analysis outcome/recommendations. Instead of directly applying the developed framework on available equipment in Delta-NTU Corporate Lab, the team would like to perform the verification on a simpler platform (in this case, an open source 3D printer), which offers more freedom and accessibility for sensor installation and data collection.
Ã?â?¢       Metawear sensors 
o   These are sensors are needed to collect the data from the emulated equipment
Ã?â?¢       Smart Phone
o   This smart phone is used to emulate a monitoring tool for tracking the data as well as display the analysis outcome from the developed framework
Ã?â?¢       Zigbee device
o   Wireless transmitting device to transfer the collected data to the server, which will be analysed by the developed framework
 
  At this stage, there is sufficient OOE budget in this project to support the abovementioned purchases. As these consumables are not originally listed in the project agreement, it is important for us to get your approval to support this purchase. 
   If there is any question or additional information to support this purchase, please do not hesitate to check with us. 
   Thanks. 
",264
